Group #,Content Hash,Why Duplicate?,Original Response ID,Original Status,Original Created Date,Original Start Time,Original End Time,Original Duration (seconds),Original # of Questions Answered,Original GPS Location,Original Has Audio,Duplicate Response ID,Duplicate Status (Now Abandoned),Duplicate Created Date,Duplicate Start Time,Duplicate End Time,Duplicate Duration (seconds),Duplicate # of Questions Answered,Duplicate GPS Location,Duplicate Has Audio,Time Difference (minutes),All Fields Match?,Evidence of Duplication
133,852297d2554e1c8e,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",84185034-cd92-4bf6-9d18-e68826e0d1ba,Pending_Approval,"Jan 2, 2026, 03:18 PM",01:46:30 PM,01:52:12 PM,342,27,"24.9363, 88.0588",Yes,4adde5d1-fc41-48aa-af19-a6685d8bbdda,Rejected → abandoned,"Jan 3, 2026, 05:58 AM",01:46:30 PM,01:52:12 PM,342,27,"24.9363, 88.0588",Yes,881,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
134,8a18ba4e15d4ccf4,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",7b1fa672-63c1-4e97-964d-137a1767ff57,Pending_Approval,"Dec 24, 2025, 02:00 PM",01:53:26 PM,01:58:59 PM,332,27,"25.9646, 87.9403",Yes,0bf4f7bd-2d7d-4824-a681-f149b5b7e8eb,Rejected → abandoned,"Jan 1, 2026, 11:09 AM",01:53:26 PM,01:58:59 PM,332,27,"25.9646, 87.9403",No,11349,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
134,8a18ba4e15d4ccf4,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",7b1fa672-63c1-4e97-964d-137a1767ff57,Pending_Approval,"Dec 24, 2025, 02:00 PM",01:53:26 PM,01:58:59 PM,332,27,"25.9646, 87.9403",Yes,43803810-387f-42aa-88a4-6150ce57c400,Rejected → abandoned,"Jan 1, 2026, 11:52 AM",01:53:26 PM,01:58:59 PM,332,27,"25.9646, 87.9403",Yes,11392,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
135,8ca68d80191ef489,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",ccbca33c-65cd-415c-bc98-74784f2bdba0,Pending_Approval,"Jan 3, 2026, 06:55 AM",06:43:41 AM,06:48:46 AM,305,27,"22.0804, 87.6033",No,f9897768-946c-40ce-a125-b43ad7d86a13,Rejected → abandoned,"Jan 4, 2026, 07:06 AM",06:43:41 AM,06:48:46 AM,305,27,"22.0804, 87.6033",Yes,1451,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
135,8ca68d80191ef489,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",ccbca33c-65cd-415c-bc98-74784f2bdba0,Pending_Approval,"Jan 3, 2026, 06:55 AM",06:43:41 AM,06:48:46 AM,305,27,"22.0804, 87.6033",No,fedd387d-49c5-44d5-a421-24bc1a3a5d65,Rejected → abandoned,"Jan 4, 2026, 07:07 AM",06:43:41 AM,06:48:46 AM,305,27,"22.0804, 87.6033",Yes,1452,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
136,8ccfde1a2ce19aa9,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",4533e079-723b-471d-8a7d-e00a0b9d89a7,Pending_Approval,"Jan 1, 2026, 02:46 AM",02:30:12 AM,02:36:16 AM,363,27,"21.8537, 87.5477",Yes,d8a78b35-38b1-4f1c-bb5c-42dda3ff61c6,Rejected → abandoned,"Jan 1, 2026, 02:44 AM",02:30:12 AM,02:36:16 AM,363,27,"21.8537, 87.5477",No,-2,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
136,8ccfde1a2ce19aa9,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",4533e079-723b-471d-8a7d-e00a0b9d89a7,Pending_Approval,"Jan 1, 2026, 02:46 AM",02:30:12 AM,02:36:16 AM,363,27,"21.8537, 87.5477",Yes,e0dafad9-bb58-40e0-a3cf-cf4dc1f6b1ff,Rejected → abandoned,"Jan 1, 2026, 02:48 AM",02:30:12 AM,02:36:16 AM,363,27,"21.8537, 87.5477",Yes,2,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
137,8d353201c80bb99f,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",4dafc353-ed68-48b8-babb-6948bd02d345,Rejected,"Dec 30, 2025, 11:43 AM",10:21:21 AM,10:25:18 AM,237,27,"24.9592, 87.9841",No,f1172322-8c4a-43e6-87bd-5834f08da2f0,Rejected → abandoned,"Dec 30, 2025, 12:36 PM",10:21:21 AM,10:25:18 AM,237,27,"24.9592, 87.9841",Yes,53,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
137,8d353201c80bb99f,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",4dafc353-ed68-48b8-babb-6948bd02d345,Rejected,"Dec 30, 2025, 11:43 AM",10:21:21 AM,10:25:18 AM,237,27,"24.9592, 87.9841",No,9b59d6a0-51b5-45ec-ac93-7cae3f49e5e3,Rejected → abandoned,"Dec 30, 2025, 12:42 PM",10:21:21 AM,10:25:18 AM,237,27,"24.9592, 87.9841",Yes,60,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
138,92c713d7fadc7db7,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",64c97d7b-801e-4e17-87a3-7777f9777ad7,Pending_Approval,"Dec 30, 2025, 01:54 PM",12:15:29 PM,12:22:35 PM,426,27,"21.8535, 87.5475",Yes,0f3cd2ee-770b-48e3-99b8-cc1b1a5fcee7,Rejected → abandoned,"Dec 30, 2025, 01:27 PM",12:15:29 PM,12:22:35 PM,426,27,"21.8535, 87.5475",No,-27,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
138,92c713d7fadc7db7,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",64c97d7b-801e-4e17-87a3-7777f9777ad7,Pending_Approval,"Dec 30, 2025, 01:54 PM",12:15:29 PM,12:22:35 PM,426,27,"21.8535, 87.5475",Yes,c42d7253-3fb7-4894-92ae-e8eff8950b4a,Rejected → abandoned,"Dec 30, 2025, 02:05 PM",12:15:29 PM,12:22:35 PM,426,27,"21.8535, 87.5475",Yes,12,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
139,92e362ba7fc41775,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",6d7fef21-d8ea-46a1-aca2-1f8b37bfee4c,Pending_Approval,"Dec 31, 2025, 04:01 AM",05:50:12 AM,05:56:10 AM,358,27,"22.6542, 88.3748",Yes,53c7ab2b-26fd-4ba4-8dc6-0b5d5cb9864e,Rejected → abandoned,"Jan 1, 2026, 03:39 PM",05:50:12 AM,05:56:10 AM,358,27,"22.6542, 88.3748",Yes,2138,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
139,92e362ba7fc41775,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",6d7fef21-d8ea-46a1-aca2-1f8b37bfee4c,Pending_Approval,"Dec 31, 2025, 04:01 AM",05:50:12 AM,05:56:10 AM,358,27,"22.6542, 88.3748",Yes,ee7177ed-5604-4267-b07a-de76070850fc,Rejected → abandoned,"Jan 4, 2026, 09:57 AM",05:50:12 AM,05:56:10 AM,358,27,"22.6542, 88.3748",Yes,6116,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
140,9a6cfc22c9415fcf,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",c4968aa1-1fd8-4f77-a990-536bc83a5a63,Pending_Approval,"Jan 1, 2026, 08:55 AM",08:38:18 AM,08:46:51 AM,513,27,"23.3273, 86.3837",Yes,d02156de-43a0-4280-9616-47fca2273f00,Rejected → abandoned,"Dec 28, 2025, 12:30 PM",08:38:18 AM,08:46:51 AM,513,27,"23.3273, 86.3837",No,-5545,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
140,9a6cfc22c9415fcf,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",c4968aa1-1fd8-4f77-a990-536bc83a5a63,Pending_Approval,"Jan 1, 2026, 08:55 AM",08:38:18 AM,08:46:51 AM,513,27,"23.3273, 86.3837",Yes,52b95052-e0e1-4c49-92fe-2bf3fb0a29da,Rejected → abandoned,"Jan 1, 2026, 09:38 AM",08:38:18 AM,08:46:51 AM,513,27,"23.3273, 86.3837",Yes,43,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
141,9af1899c2fb811f5,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",296eb1a5-e582-4f65-84d4-c6ed9054f9da,Pending_Approval,"Jan 3, 2026, 05:06 AM",08:15:58 AM,08:20:22 AM,264,25,"22.5999, 88.3660",Yes,88690a70-6698-4b5d-88ea-603a39f44f26,Rejected → abandoned,"Jan 3, 2026, 04:46 AM",08:15:58 AM,08:20:22 AM,264,25,"22.5999, 88.3660",No,-19,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
141,9af1899c2fb811f5,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",296eb1a5-e582-4f65-84d4-c6ed9054f9da,Pending_Approval,"Jan 3, 2026, 05:06 AM",08:15:58 AM,08:20:22 AM,264,25,"22.5999, 88.3660",Yes,a73715cb-d497-4c5a-a18b-d253cad04c28,Rejected → abandoned,"Jan 3, 2026, 06:40 AM",08:15:58 AM,08:20:22 AM,264,25,"22.5999, 88.3660",Yes,95,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
142,9c35284c1fed564a,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",1afd4da9-6b1a-4ada-b2c3-bab364fef21a,Pending_Approval,"Jan 4, 2026, 06:10 AM",05:43:23 AM,05:49:29 AM,365,27,"26.2490, 88.2530",No,cd977afc-2e33-4547-afb6-18ec4a70d3e0,Rejected → abandoned,"Jan 4, 2026, 06:51 AM",05:43:23 AM,05:49:29 AM,365,27,"26.2490, 88.2530",Yes,41,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
142,9c35284c1fed564a,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",1afd4da9-6b1a-4ada-b2c3-bab364fef21a,Pending_Approval,"Jan 4, 2026, 06:10 AM",05:43:23 AM,05:49:29 AM,365,27,"26.2490, 88.2530",No,8812f38a-7a7f-4b63-817e-47705d7f7f47,Rejected → abandoned,"Jan 4, 2026, 06:57 AM",05:43:23 AM,05:49:29 AM,365,27,"26.2490, 88.2530",Yes,47,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
143,9c79026196afd352,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",d3282dab-e891-4fa6-a2a8-09c061393d2b,Pending_Approval,"Dec 30, 2025, 03:24 PM",10:08:10 AM,10:12:21 AM,250,27,"22.2059, 87.2579",Yes,961ef982-829d-4bee-9ae9-130df6c50cb6,Rejected → abandoned,"Dec 30, 2025, 02:40 PM",10:08:10 AM,10:12:21 AM,250,27,"22.2059, 87.2579",No,-45,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
143,9c79026196afd352,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",d3282dab-e891-4fa6-a2a8-09c061393d2b,Pending_Approval,"Dec 30, 2025, 03:24 PM",10:08:10 AM,10:12:21 AM,250,27,"22.2059, 87.2579",Yes,b61455b6-58a3-4eef-a087-3dcce50afb0c,Rejected → abandoned,"Dec 30, 2025, 04:22 PM",10:08:10 AM,10:12:21 AM,250,27,"22.2059, 87.2579",Yes,58,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
144,a39608a59262ed10,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",86d060eb-bf95-401b-9135-5871ead66232,Pending_Approval,"Jan 2, 2026, 01:59 PM",06:23:06 AM,06:29:39 AM,393,27,"23.2195, 88.5040",Yes,96619c6a-cb39-4cc6-ad9b-c35a67a5a68c,Rejected → abandoned,"Jan 1, 2026, 11:01 AM",06:23:06 AM,06:29:39 AM,393,27,"23.2195, 88.5040",No,-1619,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
144,a39608a59262ed10,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",86d060eb-bf95-401b-9135-5871ead66232,Pending_Approval,"Jan 2, 2026, 01:59 PM",06:23:06 AM,06:29:39 AM,393,27,"23.2195, 88.5040",Yes,9f3bcafd-7f0a-48e0-ade5-7d50cd583843,Rejected → abandoned,"Jan 3, 2026, 03:30 AM",06:23:06 AM,06:29:39 AM,393,27,"23.2195, 88.5040",Yes,811,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
145,a5447ef5ffd824dd,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",547456ce-1077-4eee-b2a6-85add1992d56,Pending_Approval,"Jan 3, 2026, 01:58 PM",09:35:30 AM,09:41:26 AM,356,25,"22.5977, 88.3605",Yes,8e529f99-7996-43d1-a6ba-c583d7b969eb,Rejected → abandoned,"Jan 3, 2026, 02:30 PM",09:35:30 AM,09:41:26 AM,356,25,"22.5977, 88.3605",Yes,32,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
145,a5447ef5ffd824dd,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",547456ce-1077-4eee-b2a6-85add1992d56,Pending_Approval,"Jan 3, 2026, 01:58 PM",09:35:30 AM,09:41:26 AM,356,25,"22.5977, 88.3605",Yes,00dee5da-4089-440d-94e6-0fad3b6af7e0,Rejected → abandoned,"Jan 4, 2026, 09:59 AM",09:35:30 AM,09:41:26 AM,356,25,"22.5977, 88.3605",Yes,1201,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
146,a707226f1757b0d7,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",3369e10c-c20d-4d57-8f38-b94f366b609c,Pending_Approval,"Jan 3, 2026, 08:01 AM",08:24:22 AM,08:29:55 AM,332,27,"26.7050, 88.4658",Yes,24f99dad-38a6-4c3d-a17d-60cd1962d0c4,Rejected → abandoned,"Jan 2, 2026, 09:51 AM",08:24:22 AM,08:29:55 AM,332,27,"26.7050, 88.4658",No,-1330,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
146,a707226f1757b0d7,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",3369e10c-c20d-4d57-8f38-b94f366b609c,Pending_Approval,"Jan 3, 2026, 08:01 AM",08:24:22 AM,08:29:55 AM,332,27,"26.7050, 88.4658",Yes,23c8aaea-8bd2-422b-9a38-cba673ab849e,Rejected → abandoned,"Jan 3, 2026, 09:14 AM",08:24:22 AM,08:29:55 AM,332,27,"26.7050, 88.4658",Yes,73,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
147,a827988d0459ff07,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",01a8d536-c2d4-433a-8190-3be0e8f89bab,Pending_Approval,"Jan 3, 2026, 12:25 PM",11:14:43 AM,11:20:21 AM,338,27,"26.2204, 88.2213",No,c20f86fb-f9f1-455b-9070-86558fa85472,Rejected → abandoned,"Jan 4, 2026, 04:49 AM",11:14:43 AM,11:20:21 AM,338,27,"26.2204, 88.2213",Yes,984,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
147,a827988d0459ff07,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",01a8d536-c2d4-433a-8190-3be0e8f89bab,Pending_Approval,"Jan 3, 2026, 12:25 PM",11:14:43 AM,11:20:21 AM,338,27,"26.2204, 88.2213",No,06c55a88-81cf-4fdf-8574-33c1d3666ccd,Rejected → abandoned,"Jan 4, 2026, 05:28 AM",11:14:43 AM,11:20:21 AM,338,27,"26.2204, 88.2213",Yes,1023,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
148,a8eb963afb99a6f9,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",3c635ede-c439-4978-801e-df631d208fa0,Pending_Approval,"Jan 3, 2026, 06:46 AM",12:53:29 PM,12:58:06 PM,277,27,"24.9389, 88.0557",Yes,a247a501-a076-49ed-bc20-30ea676a6ac1,Rejected → abandoned,"Jan 2, 2026, 01:13 PM",12:53:29 PM,12:58:06 PM,277,27,"24.9389, 88.0557",No,-1053,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
148,a8eb963afb99a6f9,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",3c635ede-c439-4978-801e-df631d208fa0,Pending_Approval,"Jan 3, 2026, 06:46 AM",12:53:29 PM,12:58:06 PM,277,27,"24.9389, 88.0557",Yes,fb22de9b-9157-4e33-85ae-fe67aafa8c07,Rejected → abandoned,"Jan 3, 2026, 07:02 AM",12:53:29 PM,12:58:06 PM,277,27,"24.9389, 88.0557",Yes,16,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
149,aa290909af515982,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",1644a23c-dc90-4486-9228-313a6e4205f9,Pending_Approval,"Jan 4, 2026, 06:50 AM",06:29:12 AM,06:35:05 AM,353,27,"21.8547, 87.5482",Yes,5cd4eb4c-a173-40a1-809e-35eccdb24d71,Rejected → abandoned,"Jan 4, 2026, 07:34 AM",06:29:12 AM,06:35:05 AM,353,27,"21.8547, 87.5482",Yes,44,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
149,aa290909af515982,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",1644a23c-dc90-4486-9228-313a6e4205f9,Pending_Approval,"Jan 4, 2026, 06:50 AM",06:29:12 AM,06:35:05 AM,353,27,"21.8547, 87.5482",Yes,93d62eaf-edbe-4fc2-9349-a319620d3d59,Rejected → abandoned,"Jan 4, 2026, 07:54 AM",06:29:12 AM,06:35:05 AM,353,27,"21.8547, 87.5482",Yes,64,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
150,aa7df7736b4e1cf1,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",f271e482-5f4a-4e0c-b054-15abf6e95e37,Pending_Approval,"Jan 1, 2026, 12:56 PM",12:40:13 PM,12:45:47 PM,334,27,"25.8934, 87.9970",Yes,d9ef1452-9d94-4c51-8b49-845bbaae9ec9,Rejected → abandoned,"Dec 26, 2025, 12:50 PM",12:40:13 PM,12:45:47 PM,334,27,"25.8934, 87.9970",Yes,-8646,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
150,aa7df7736b4e1cf1,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",f271e482-5f4a-4e0c-b054-15abf6e95e37,Pending_Approval,"Jan 1, 2026, 12:56 PM",12:40:13 PM,12:45:47 PM,334,27,"25.8934, 87.9970",Yes,87ef4910-1df5-44fb-af9b-29a2c29a90e2,Rejected → abandoned,"Jan 1, 2026, 01:56 PM",12:40:13 PM,12:45:47 PM,334,27,"25.8934, 87.9970",Yes,60,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
151,ab4d02be1f6503fe,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",f92dfa90-63a9-4b8e-a2c2-77a627cbcd0f,Pending_Approval,"Jan 3, 2026, 06:08 AM",06:00:40 AM,06:05:10 AM,269,27,"22.1970, 88.5788",Yes,ed298196-56c8-4f82-84b8-d298f2e96bb1,Rejected → abandoned,"Jan 3, 2026, 06:07 AM",06:00:40 AM,06:05:10 AM,269,27,"22.1970, 88.5788",No,-1,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
151,ab4d02be1f6503fe,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",f92dfa90-63a9-4b8e-a2c2-77a627cbcd0f,Pending_Approval,"Jan 3, 2026, 06:08 AM",06:00:40 AM,06:05:10 AM,269,27,"22.1970, 88.5788",Yes,2ffa10cc-bc45-48f8-a708-51f36dd05596,Rejected → abandoned,"Jan 3, 2026, 06:09 AM",06:00:40 AM,06:05:10 AM,269,27,"22.1970, 88.5788",Yes,1,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
152,ac1858f30e17b4b8,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",aa2d800e-2e9f-49cc-a203-49c692b0d2a1,Pending_Approval,"Jan 3, 2026, 05:07 AM",12:38:38 PM,12:43:03 PM,265,27,"22.5979, 88.3608",Yes,6ac1ba1d-09d2-49f2-9fa8-d41694d10ec9,Rejected → abandoned,"Jan 3, 2026, 07:26 AM",12:38:38 PM,12:43:03 PM,265,27,"22.5979, 88.3608",Yes,138,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
152,ac1858f30e17b4b8,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",aa2d800e-2e9f-49cc-a203-49c692b0d2a1,Pending_Approval,"Jan 3, 2026, 05:07 AM",12:38:38 PM,12:43:03 PM,265,27,"22.5979, 88.3608",Yes,7b60f245-5ecd-4a36-8913-78c132f47905,Rejected → abandoned,"Jan 4, 2026, 09:53 AM",12:38:38 PM,12:43:03 PM,265,27,"22.5979, 88.3608",Yes,1726,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
153,add6e58a48606b82,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",2b2812f2-57a0-45dc-a237-d748710272a2,Rejected,"Jan 1, 2026, 01:43 PM",01:29:13 PM,01:32:49 PM,215,27,"25.9659, 88.0167",Yes,c4bb6043-7ad7-49e2-ba25-99b32efa3222,Rejected → abandoned,"Jan 2, 2026, 06:03 AM",01:29:13 PM,01:32:49 PM,215,27,"25.9659, 88.0167",Yes,979,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
153,add6e58a48606b82,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",2b2812f2-57a0-45dc-a237-d748710272a2,Rejected,"Jan 1, 2026, 01:43 PM",01:29:13 PM,01:32:49 PM,215,27,"25.9659, 88.0167",Yes,b0b1d224-1d09-4954-8a47-981f9eb59ed4,Rejected → abandoned,"Jan 2, 2026, 01:51 PM",01:29:13 PM,01:32:49 PM,215,27,"25.9659, 88.0167",Yes,1448,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
154,ae56833c501d484d,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",a19febb1-573d-42e4-8aef-dacb8cca44ec,Pending_Approval,"Dec 30, 2025, 02:04 PM",11:57:06 AM,12:02:22 PM,316,27,"21.8540, 87.5477",Yes,3874552b-47fb-4ce4-8d9b-7247ddc16c29,Rejected → abandoned,"Dec 30, 2025, 12:18 PM",11:57:06 AM,12:02:22 PM,316,27,"21.8540, 87.5477",No,-106,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Content Hash (Digital Fingerprint)
154,ae56833c501d484d,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",a19febb1-573d-42e4-8aef-dacb8cca44ec,Pending_Approval,"Dec 30, 2025, 02:04 PM",11:57:06 AM,12:02:22 PM,316,27,"21.8540, 87.5477",Yes,3f6d9725-842f-4755-98b4-35f4160fcce0,Rejected → abandoned,"Dec 30, 2025, 02:12 PM",11:57:06 AM,12:02:22 PM,316,27,"21.8540, 87.5477",Yes,9,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
155,aebd55f8f85b29cf,"All interview data matches exactly: Same interview timing, Same duration, Same answers, Same location, Same digital fingerprint (content hash)",87a977b0-b618-46b8-b79b-d99310508b76,Pending_Approval,"Jan 3, 2026, 07:35 AM",07:15:31 AM,07:19:07 AM,215,27,"26.2129, 88.2366",Yes,3c3c13ab-d0f5-487c-8a9f-b98fead2dc3c,Rejected → abandoned,"Jan 3, 2026, 07:28 AM",07:15:31 AM,07:19:07 AM,215,27,"26.2129, 88.2366",Yes,-7,Yes,Same Start Time; Same End Time; Same Duration; Same # of Answers; Same GPS Location; Same Audio Status; Same Content Hash (Digital Fingerprint)
