Group Number,Content Hash,Original Response ID,Original Status,Original Created At,Duplicate Response ID,Duplicate Status,Duplicate Created At,Action Taken,Reason
100,59a5a7ac18bb3ec9,1eed8df3-46a3-409e-a23e-2b1bc54e129b,Pending_Approval,2026-01-03T07:16:08.367Z,c4cdd3ca-fa70-485a-986d-6951d6e5f28f,Rejected -> abandoned,2026-01-03T07:01:59.962Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
100,59a5a7ac18bb3ec9,1eed8df3-46a3-409e-a23e-2b1bc54e129b,Pending_Approval,2026-01-03T07:16:08.367Z,3c763f0f-a527-4680-8f1c-e83619cd11ff,Rejected -> abandoned,2026-01-03T10:00:32.395Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
101,5b8da5bc3bb8b771,5a37d23d-8972-466d-be72-767b2ab59c91,Pending_Approval,2026-01-03T04:08:28.179Z,0ad2e399-d82f-43c2-85e0-967bdf32f704,Rejected -> abandoned,2025-12-29T03:35:46.562Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
101,5b8da5bc3bb8b771,5a37d23d-8972-466d-be72-767b2ab59c91,Pending_Approval,2026-01-03T04:08:28.179Z,e850d997-e3af-437e-9ef4-298aeb3429de,Rejected -> abandoned,2026-01-03T06:12:48.939Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
102,5bf8fa9a6fe6816f,5af47b55-958e-4908-b1e3-6eb22f289bd7,Pending_Approval,2025-12-26T13:25:41.726Z,b75387a8-ca60-4f17-aa7e-755b784df99f,Rejected -> abandoned,2025-12-26T13:24:28.486Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
102,5bf8fa9a6fe6816f,5af47b55-958e-4908-b1e3-6eb22f289bd7,Pending_Approval,2025-12-26T13:25:41.726Z,4a8635b1-8810-4025-b128-f68266c3bcd3,Rejected -> abandoned,2025-12-26T13:27:15.940Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
103,5ec0ba864afd565f,1d8306f3-572a-4cc9-804e-2da6403e1825,Rejected,2026-01-03T06:36:01.061Z,12ba5c7e-55ac-4e82-a7f3-1ef2f7469788,Rejected -> abandoned,2026-01-03T08:39:15.257Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
103,5ec0ba864afd565f,1d8306f3-572a-4cc9-804e-2da6403e1825,Rejected,2026-01-03T06:36:01.061Z,d5703ba8-074c-4e02-bd4b-5219ef9f3498,Rejected -> abandoned,2026-01-03T11:23:03.273Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
104,5fd002c39987b644,e50962f9-1774-4521-ae51-8df21ebf8cf7,Rejected,2025-12-30T07:06:52.651Z,f8b61157-23fb-43fa-9ff8-5c0d736e4b87,Rejected -> abandoned,2025-12-30T07:12:43.185Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
104,5fd002c39987b644,e50962f9-1774-4521-ae51-8df21ebf8cf7,Rejected,2025-12-30T07:06:52.651Z,2b101ce7-eb98-4bce-9c07-d21b1cd948b2,Rejected -> abandoned,2025-12-30T07:14:48.734Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
105,600746ed7d34ae28,93b83923-4068-427c-8ff9-968ebeecf407,Pending_Approval,2025-12-31T12:37:50.365Z,3de32ee1-e4ad-4195-bc6c-c2156f756475,Rejected -> abandoned,2025-12-31T12:36:29.464Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
105,600746ed7d34ae28,93b83923-4068-427c-8ff9-968ebeecf407,Pending_Approval,2025-12-31T12:37:50.365Z,5f237ba9-a307-47e8-8aeb-1626a4ab5f69,Rejected -> abandoned,2025-12-31T12:39:28.844Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
106,6010dcb579024c97,a0426660-2b72-46aa-a531-5da38d9b617c,Pending_Approval,2025-12-30T04:04:58.233Z,90778751-c8d9-4f79-aa7c-8b42b1667bf2,Rejected -> abandoned,2025-12-25T07:14:55.729Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
106,6010dcb579024c97,a0426660-2b72-46aa-a531-5da38d9b617c,Pending_Approval,2025-12-30T04:04:58.233Z,09e00d6d-074b-4cb2-ac5e-84fe8d2dc795,Rejected -> abandoned,2025-12-30T04:25:02.815Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
107,6317bb11aaea0808,60a09fac-6daa-40e1-a4f7-8c5ce2470e1f,Pending_Approval,2025-12-30T13:17:51.842Z,d7d05104-1c25-41ab-976a-637ee4e0191b,Rejected -> abandoned,2025-12-30T11:51:16.699Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
107,6317bb11aaea0808,60a09fac-6daa-40e1-a4f7-8c5ce2470e1f,Pending_Approval,2025-12-30T13:17:51.842Z,2e1859be-d0cd-4ffb-b20f-22717e1f93af,Rejected -> abandoned,2025-12-30T13:35:25.850Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
108,64e60e3389dfedc2,51f570ac-0382-4e2d-9769-39b9f2cf83d1,Pending_Approval,2026-01-04T05:07:50.455Z,a4b63089-bf4e-42f8-8868-5e459416f93f,Rejected -> abandoned,2026-01-04T05:09:15.211Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
108,64e60e3389dfedc2,51f570ac-0382-4e2d-9769-39b9f2cf83d1,Pending_Approval,2026-01-04T05:07:50.455Z,f83b036e-adf3-4efd-9362-8b28bff60e0f,Rejected -> abandoned,2026-01-04T06:05:15.508Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
109,659d153967209854,df9b26a4-5010-45f8-bf3e-1c91ea960105,Pending_Approval,2026-01-02T06:31:43.620Z,8eefd494-1763-4152-a2e4-38a013ed5a97,Rejected -> abandoned,2026-01-02T06:27:27.932Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
109,659d153967209854,df9b26a4-5010-45f8-bf3e-1c91ea960105,Pending_Approval,2026-01-02T06:31:43.620Z,557905c4-6b5c-4b68-a054-9c99a944d022,Rejected -> abandoned,2026-01-02T06:35:28.046Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
110,69d30e40288c46e2,9fa91dc1-6708-4e7d-90d9-ec09b1edeb94,Pending_Approval,2026-01-01T13:40:57.869Z,44ff941c-08ad-47a8-84bc-9c737a77436a,Rejected -> abandoned,2026-01-01T13:30:32.345Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
110,69d30e40288c46e2,9fa91dc1-6708-4e7d-90d9-ec09b1edeb94,Pending_Approval,2026-01-01T13:40:57.869Z,04898777-8d9c-4e83-a282-df6d9b3acc71,Rejected -> abandoned,2026-01-01T13:42:08.730Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
111,6a66f07c2503cc1d,526f4ec9-c175-437a-aed9-53e1cf3f54a4,Pending_Approval,2025-12-28T17:21:22.186Z,faffb118-e569-422e-a332-dfde527bf118,Rejected -> abandoned,2025-12-26T12:59:00.520Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
111,6a66f07c2503cc1d,526f4ec9-c175-437a-aed9-53e1cf3f54a4,Pending_Approval,2025-12-28T17:21:22.186Z,0fd34ace-3a41-4cde-a959-1e1c9aff0688,Rejected -> abandoned,2025-12-28T17:23:20.275Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
112,6ad7897d10d66541,20a0bf07-51c1-4e23-b3b9-c8b634133052,Pending_Approval,2025-12-28T09:55:55.827Z,0bd2e3fd-b79d-4254-bcf7-76c4042c0dc3,Rejected -> abandoned,2025-12-27T17:06:58.534Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
112,6ad7897d10d66541,20a0bf07-51c1-4e23-b3b9-c8b634133052,Pending_Approval,2025-12-28T09:55:55.827Z,9105f07a-e6ce-4aef-98e5-d148ee8c6900,Rejected -> abandoned,2025-12-28T10:01:43.152Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
113,6b6a6fc7504891f7,4fa9cf30-3712-4325-b5c3-186b4b129578,Rejected,2025-12-30T12:38:31.290Z,448c6bd3-bd24-4d0c-afbe-20daa795cef5,Rejected -> abandoned,2025-12-30T12:41:47.402Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
113,6b6a6fc7504891f7,4fa9cf30-3712-4325-b5c3-186b4b129578,Rejected,2025-12-30T12:38:31.290Z,f0e3a494-5673-451e-a66d-c5b23ce5364d,Rejected -> abandoned,2025-12-30T12:42:51.080Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
114,6ca876f9dfe7c52b,69d66e96-ecb7-484c-999d-e1b0bf614a17,Pending_Approval,2026-01-02T15:26:47.233Z,819bf5ee-3fbb-45f5-b594-2aeb0eff6daa,Rejected -> abandoned,2026-01-02T11:10:35.337Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
114,6ca876f9dfe7c52b,69d66e96-ecb7-484c-999d-e1b0bf614a17,Pending_Approval,2026-01-02T15:26:47.233Z,02d07b45-c179-427b-be7e-8b4db361dbf4,Rejected -> abandoned,2026-01-03T08:28:49.615Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
115,6eab3e044f238b83,bf901847-676a-421f-aad6-c2fc0aa1f1b0,Rejected,2025-12-30T12:16:50.036Z,88471385-878a-4094-b7ea-e5f554bed464,Rejected -> abandoned,2025-12-30T12:32:14.342Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
115,6eab3e044f238b83,bf901847-676a-421f-aad6-c2fc0aa1f1b0,Rejected,2025-12-30T12:16:50.036Z,461f57d4-146f-4948-b127-f3e926f49cc5,Rejected -> abandoned,2025-12-30T12:37:22.062Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
116,6f115821fb0b04fd,bff1fd72-97ef-4ec1-90f8-14f7ada51406,Rejected,2026-01-02T14:02:24.851Z,c57d3c5a-2365-4bdb-8142-0d4dc7371636,Rejected -> abandoned,2026-01-02T15:07:49.892Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
116,6f115821fb0b04fd,bff1fd72-97ef-4ec1-90f8-14f7ada51406,Rejected,2026-01-02T14:02:24.851Z,a636c8ad-27bf-414b-9bf0-3b68b75b9dd2,Rejected -> abandoned,2026-01-02T15:16:21.381Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
117,6fb45a0ddb750b24,8ed66d2b-a163-4169-b3ef-2b71be73002c,Pending_Approval,2026-01-03T07:09:14.976Z,887bc97b-2045-4e07-85e7-3c24e1c32c80,Rejected -> abandoned,2026-01-03T06:04:37.175Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
117,6fb45a0ddb750b24,8ed66d2b-a163-4169-b3ef-2b71be73002c,Pending_Approval,2026-01-03T07:09:14.976Z,13db3c68-4533-4d7d-ba63-56c52801ef21,Rejected -> abandoned,2026-01-03T07:39:34.293Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
118,707b392ca9aa0eef,dbb6b4ec-5e12-479a-944f-2bfafef7b780,Pending_Approval,2026-01-02T17:00:22.373Z,5d5de9f1-340d-4ae4-a676-52384a6cd7fd,Rejected -> abandoned,2026-01-02T16:55:49.569Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
118,707b392ca9aa0eef,dbb6b4ec-5e12-479a-944f-2bfafef7b780,Pending_Approval,2026-01-02T17:00:22.373Z,30775abd-089e-4348-8090-8d79eda920a3,Rejected -> abandoned,2026-01-02T17:07:16.606Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
119,72e4a4f601801c3b,b6e1f835-0ede-4542-8274-ca47f5322c84,Pending_Approval,2026-01-01T08:56:28.534Z,a5a4176c-68bc-40cb-9a8b-6e7254570159,Rejected -> abandoned,2026-01-01T07:13:07.982Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
119,72e4a4f601801c3b,b6e1f835-0ede-4542-8274-ca47f5322c84,Pending_Approval,2026-01-01T08:56:28.534Z,995c6bf4-256b-4dc8-bad4-9642adbc8129,Rejected -> abandoned,2026-01-01T09:03:32.759Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
120,73eca5cbe497621c,d42827d9-eed1-4797-827e-6c52b1c9c70c,Pending_Approval,2026-01-03T07:12:02.203Z,bb38b6a8-17e0-43f8-b718-780a482096e6,Rejected -> abandoned,2026-01-02T09:45:26.835Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
120,73eca5cbe497621c,d42827d9-eed1-4797-827e-6c52b1c9c70c,Pending_Approval,2026-01-03T07:12:02.203Z,9d23d029-013e-4512-a879-b32b08650c2d,Rejected -> abandoned,2026-01-03T11:16:05.838Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
121,7524d518b28ba4e6,898c461c-75f7-41e8-8539-c4d140dc1347,Pending_Approval,2025-12-31T10:47:07.745Z,e198dd7b-558c-48fa-91d2-a61dae02224a,Rejected -> abandoned,2025-12-31T10:16:43.903Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
121,7524d518b28ba4e6,898c461c-75f7-41e8-8539-c4d140dc1347,Pending_Approval,2025-12-31T10:47:07.745Z,03ae0c0c-ec78-442c-b18c-0f5dd5565176,Rejected -> abandoned,2025-12-31T11:53:07.205Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
122,766f3589ba0ebe3b,9e3ca5eb-ed25-451c-b033-323107a8554d,Pending_Approval,2025-12-30T11:48:26.714Z,9d2fa0d6-b971-43fa-b19e-3bef1a53558e,Rejected -> abandoned,2025-12-30T08:02:24.253Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
122,766f3589ba0ebe3b,9e3ca5eb-ed25-451c-b033-323107a8554d,Pending_Approval,2025-12-30T11:48:26.714Z,c84b2d7f-a08a-4c4c-ba1f-a73325a039e4,Rejected -> abandoned,2025-12-30T12:07:54.068Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
123,767b80fa7f956bb7,2b8724c4-c2bc-450c-bed4-e56877ae14e9,Pending_Approval,2026-01-03T09:27:18.379Z,7d924f68-6c5c-42d8-ad2b-1da76378e3c5,Rejected -> abandoned,2026-01-03T09:31:28.282Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
123,767b80fa7f956bb7,2b8724c4-c2bc-450c-bed4-e56877ae14e9,Pending_Approval,2026-01-03T09:27:18.379Z,a91c769d-8e3d-4373-8b79-6d8db1773984,Rejected -> abandoned,2026-01-04T09:56:36.085Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
124,7a5b6927d1d88ba6,3b334dcf-1933-4a8d-8dfb-72efa14e1519,Pending_Approval,2026-01-03T13:01:04.520Z,2a63af77-b45d-4209-8f11-cd5fda5e61c2,Rejected -> abandoned,2026-01-03T13:06:50.930Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
124,7a5b6927d1d88ba6,3b334dcf-1933-4a8d-8dfb-72efa14e1519,Pending_Approval,2026-01-03T13:01:04.520Z,a28ae025-6385-4ace-acb2-a39bd389b7f2,Rejected -> abandoned,2026-01-04T09:57:14.252Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
125,7ba8c52eb78817e2,49f915e7-12fe-4d5e-a3d6-344996ae1ab0,Pending_Approval,2026-01-02T09:13:32.357Z,39c58432-1721-4794-905c-76295f5fcb8e,Rejected -> abandoned,2026-01-01T13:59:14.075Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
125,7ba8c52eb78817e2,49f915e7-12fe-4d5e-a3d6-344996ae1ab0,Pending_Approval,2026-01-02T09:13:32.357Z,b0aa71f8-a562-477f-8d1b-616a20b34dc0,Rejected -> abandoned,2026-01-03T06:32:16.948Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
126,7ef00bc40d3cb89a,39617702-2374-407e-b88d-7beeb4304153,Pending_Approval,2026-01-02T06:00:58.339Z,1c81dd61-57bb-426b-8bf2-20f7ad03d011,Rejected -> abandoned,2026-01-01T13:41:54.888Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
126,7ef00bc40d3cb89a,39617702-2374-407e-b88d-7beeb4304153,Pending_Approval,2026-01-02T06:00:58.339Z,258c01fa-fdfb-4d68-80dc-fe0a69b074ed,Rejected -> abandoned,2026-01-02T08:51:52.373Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
127,7fd4607e55d716e5,92689f06-48fe-41a0-88a4-7d3b151a53a1,Pending_Approval,2026-01-02T06:18:18.183Z,8c7aeb00-1fc8-4255-a7a0-32db4f89bc6a,Rejected -> abandoned,2026-01-02T06:32:42.375Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
127,7fd4607e55d716e5,92689f06-48fe-41a0-88a4-7d3b151a53a1,Pending_Approval,2026-01-02T06:18:18.183Z,c08ee461-c49f-484a-9475-4bd59e1e47c3,Rejected -> abandoned,2026-01-04T10:00:28.495Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
128,812abafd2ae0f474,3d5e4296-a045-4e93-8950-8ac2622ee890,Pending_Approval,2025-12-31T13:20:32.900Z,404e31f2-a09a-40b6-8cfb-952a2f6d49a7,Rejected -> abandoned,2025-12-31T13:17:30.824Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
128,812abafd2ae0f474,3d5e4296-a045-4e93-8950-8ac2622ee890,Pending_Approval,2025-12-31T13:20:32.900Z,1ce63b1c-2cd2-4151-a090-7b85924a4442,Rejected -> abandoned,2025-12-31T13:29:40.833Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
129,81efbe60e2e5c89a,57c84fcb-7a20-4a68-bd60-f17db97aba63,Pending_Approval,2025-12-30T14:06:30.148Z,a98bc310-1557-46a5-882a-55f9995b2d1c,Rejected -> abandoned,2025-12-30T13:26:38.834Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
129,81efbe60e2e5c89a,57c84fcb-7a20-4a68-bd60-f17db97aba63,Pending_Approval,2025-12-30T14:06:30.148Z,9242c29c-e0a1-4343-a153-c283d0501d36,Rejected -> abandoned,2025-12-30T14:13:52.579Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
130,828fc5061c0b3b7a,f64ad911-387b-4226-b557-293b487bf017,Pending_Approval,2026-01-03T05:18:22.246Z,4108284e-37e3-4efb-a4cd-b457743ce052,Rejected -> abandoned,2026-01-03T10:51:18.968Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
130,828fc5061c0b3b7a,f64ad911-387b-4226-b557-293b487bf017,Pending_Approval,2026-01-03T05:18:22.246Z,c1ba67f9-a052-4704-9937-4dcc85fe59d4,Rejected -> abandoned,2026-01-04T09:55:32.579Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
131,82b29e247bd46a52,3f624275-6560-4081-b1ab-dfb7b0f07259,Pending_Approval,2025-12-30T13:50:45.281Z,cc1ae537-c347-4322-8abd-79f9f1d7467f,Rejected -> abandoned,2025-12-30T12:56:20.578Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
131,82b29e247bd46a52,3f624275-6560-4081-b1ab-dfb7b0f07259,Pending_Approval,2025-12-30T13:50:45.281Z,ec53f587-6169-4589-bda9-eebafc76780c,Rejected -> abandoned,2025-12-30T14:05:16.268Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
132,839e93cb8b8d47d4,dd6b1e03-108c-461d-8cc5-78c5f5e126d3,Pending_Approval,2026-01-01T13:43:46.739Z,81586035-0e25-4ce7-8d0f-a5a101b8beef,Rejected -> abandoned,2026-01-01T13:45:11.933Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
132,839e93cb8b8d47d4,dd6b1e03-108c-461d-8cc5-78c5f5e126d3,Pending_Approval,2026-01-01T13:43:46.739Z,33e75b6d-2a26-4079-b6b7-6c8da72261a5,Rejected -> abandoned,2026-01-01T13:46:11.480Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
133,852297d2554e1c8e,84185034-cd92-4bf6-9d18-e68826e0d1ba,Pending_Approval,2026-01-02T15:18:00.047Z,067649f1-b725-447d-9b71-a78c4dea0314,Rejected -> abandoned,2026-01-02T13:54:59.992Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
133,852297d2554e1c8e,84185034-cd92-4bf6-9d18-e68826e0d1ba,Pending_Approval,2026-01-02T15:18:00.047Z,4adde5d1-fc41-48aa-af19-a6685d8bbdda,Rejected -> abandoned,2026-01-03T05:58:58.396Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
134,8a18ba4e15d4ccf4,7b1fa672-63c1-4e97-964d-137a1767ff57,Pending_Approval,2025-12-24T14:00:42.811Z,0bf4f7bd-2d7d-4824-a681-f149b5b7e8eb,Rejected -> abandoned,2026-01-01T11:09:24.890Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
134,8a18ba4e15d4ccf4,7b1fa672-63c1-4e97-964d-137a1767ff57,Pending_Approval,2025-12-24T14:00:42.811Z,43803810-387f-42aa-88a4-6150ce57c400,Rejected -> abandoned,2026-01-01T11:52:13.795Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
135,8ca68d80191ef489,ccbca33c-65cd-415c-bc98-74784f2bdba0,Pending_Approval,2026-01-03T06:55:48.112Z,f9897768-946c-40ce-a125-b43ad7d86a13,Rejected -> abandoned,2026-01-04T07:06:55.071Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
135,8ca68d80191ef489,ccbca33c-65cd-415c-bc98-74784f2bdba0,Pending_Approval,2026-01-03T06:55:48.112Z,fedd387d-49c5-44d5-a421-24bc1a3a5d65,Rejected -> abandoned,2026-01-04T07:07:29.819Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
136,8ccfde1a2ce19aa9,4533e079-723b-471d-8a7d-e00a0b9d89a7,Pending_Approval,2026-01-01T02:46:55.129Z,d8a78b35-38b1-4f1c-bb5c-42dda3ff61c6,Rejected -> abandoned,2026-01-01T02:44:26.154Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
136,8ccfde1a2ce19aa9,4533e079-723b-471d-8a7d-e00a0b9d89a7,Pending_Approval,2026-01-01T02:46:55.129Z,e0dafad9-bb58-40e0-a3cf-cf4dc1f6b1ff,Rejected -> abandoned,2026-01-01T02:48:52.381Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
137,8d353201c80bb99f,4dafc353-ed68-48b8-babb-6948bd02d345,Rejected,2025-12-30T11:43:15.134Z,f1172322-8c4a-43e6-87bd-5834f08da2f0,Rejected -> abandoned,2025-12-30T12:36:33.378Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
137,8d353201c80bb99f,4dafc353-ed68-48b8-babb-6948bd02d345,Rejected,2025-12-30T11:43:15.134Z,9b59d6a0-51b5-45ec-ac93-7cae3f49e5e3,Rejected -> abandoned,2025-12-30T12:42:45.819Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
138,92c713d7fadc7db7,64c97d7b-801e-4e17-87a3-7777f9777ad7,Pending_Approval,2025-12-30T13:54:02.956Z,0f3cd2ee-770b-48e3-99b8-cc1b1a5fcee7,Rejected -> abandoned,2025-12-30T13:27:32.811Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
138,92c713d7fadc7db7,64c97d7b-801e-4e17-87a3-7777f9777ad7,Pending_Approval,2025-12-30T13:54:02.956Z,c42d7253-3fb7-4894-92ae-e8eff8950b4a,Rejected -> abandoned,2025-12-30T14:05:53.603Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
139,92e362ba7fc41775,6d7fef21-d8ea-46a1-aca2-1f8b37bfee4c,Pending_Approval,2025-12-31T04:01:35.566Z,53c7ab2b-26fd-4ba4-8dc6-0b5d5cb9864e,Rejected -> abandoned,2026-01-01T15:39:10.952Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
139,92e362ba7fc41775,6d7fef21-d8ea-46a1-aca2-1f8b37bfee4c,Pending_Approval,2025-12-31T04:01:35.566Z,ee7177ed-5604-4267-b07a-de76070850fc,Rejected -> abandoned,2026-01-04T09:57:41.730Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
140,9a6cfc22c9415fcf,c4968aa1-1fd8-4f77-a990-536bc83a5a63,Pending_Approval,2026-01-01T08:55:43.760Z,d02156de-43a0-4280-9616-47fca2273f00,Rejected -> abandoned,2025-12-28T12:30:29.708Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
140,9a6cfc22c9415fcf,c4968aa1-1fd8-4f77-a990-536bc83a5a63,Pending_Approval,2026-01-01T08:55:43.760Z,52b95052-e0e1-4c49-92fe-2bf3fb0a29da,Rejected -> abandoned,2026-01-01T09:38:26.633Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
141,9af1899c2fb811f5,296eb1a5-e582-4f65-84d4-c6ed9054f9da,Pending_Approval,2026-01-03T05:06:15.183Z,88690a70-6698-4b5d-88ea-603a39f44f26,Rejected -> abandoned,2026-01-03T04:46:50.938Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
141,9af1899c2fb811f5,296eb1a5-e582-4f65-84d4-c6ed9054f9da,Pending_Approval,2026-01-03T05:06:15.183Z,a73715cb-d497-4c5a-a18b-d253cad04c28,Rejected -> abandoned,2026-01-03T06:40:49.748Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
142,9c35284c1fed564a,1afd4da9-6b1a-4ada-b2c3-bab364fef21a,Pending_Approval,2026-01-04T06:10:59.571Z,cd977afc-2e33-4547-afb6-18ec4a70d3e0,Rejected -> abandoned,2026-01-04T06:51:53.565Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
142,9c35284c1fed564a,1afd4da9-6b1a-4ada-b2c3-bab364fef21a,Pending_Approval,2026-01-04T06:10:59.571Z,8812f38a-7a7f-4b63-817e-47705d7f7f47,Rejected -> abandoned,2026-01-04T06:57:31.563Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
143,9c79026196afd352,d3282dab-e891-4fa6-a2a8-09c061393d2b,Pending_Approval,2025-12-30T15:24:51.395Z,961ef982-829d-4bee-9ae9-130df6c50cb6,Rejected -> abandoned,2025-12-30T14:40:13.442Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
143,9c79026196afd352,d3282dab-e891-4fa6-a2a8-09c061393d2b,Pending_Approval,2025-12-30T15:24:51.395Z,b61455b6-58a3-4eef-a087-3dcce50afb0c,Rejected -> abandoned,2025-12-30T16:22:25.400Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
144,a39608a59262ed10,86d060eb-bf95-401b-9135-5871ead66232,Pending_Approval,2026-01-02T13:59:44.182Z,96619c6a-cb39-4cc6-ad9b-c35a67a5a68c,Rejected -> abandoned,2026-01-01T11:01:00.504Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
144,a39608a59262ed10,86d060eb-bf95-401b-9135-5871ead66232,Pending_Approval,2026-01-02T13:59:44.182Z,9f3bcafd-7f0a-48e0-ade5-7d50cd583843,Rejected -> abandoned,2026-01-03T03:30:59.758Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
145,a5447ef5ffd824dd,547456ce-1077-4eee-b2a6-85add1992d56,Pending_Approval,2026-01-03T13:58:32.700Z,8e529f99-7996-43d1-a6ba-c583d7b969eb,Rejected -> abandoned,2026-01-03T14:30:02.972Z,Marked as Abandoned,Abandoned due to Duplicate Response on 4th Jan
